"focal";"fitness";"BEMA";"CHFU";"CHMI";"CETE";"HOMA";"LEMA";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SPRU";"MESU";"MEEL";"MEPO";"SOAS";"FRPU";"SUSP";"COSQ";"RAPE"
"SOAS";385;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"CHFU";32;1;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"LEMA";754;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";264;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";93;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";93;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";812;2;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"BEMA";320;1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"SCLA";62;2;0;0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"LEMA";290;1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0
"BEMA";152;1;0;0;9;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";275;2;0;0;9;0;3;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
"LEMA";348;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"SCLA";31;3;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"BEMA";56;6;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"SOAS";220;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";96;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";64;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";580;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";112;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";696;0;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";64;0;2;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";870;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";880;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";152;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";200;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";522;0;0;6;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";62;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";62;1;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";96;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"LEMA";290;1;0;0;1;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";64;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";96;0;0;0;2;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";348;0;1;0;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";80;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";62;0;0;1;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";224;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";288;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";100;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";40;0;0;2;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";116;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";20;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"CHFU";32;0;0;0;0;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;0;0;1;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";174;0;0;2;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";160;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";20;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";64;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";812;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";120;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";36;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";124;0;0;1;0;6;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0
"SCLA";31;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";80;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";62;0;0;0;2;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"HOMA";40;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";96;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";290;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";62;0;0;0;1;6;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"CHFU";544;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";80;0;0;0;4;3;0;3;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0
"BEMA";48;0;0;0;0;4;1;3;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0
"LEMA";348;1;0;0;0;5;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"SOAS";2530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";28;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";192;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";16;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";1540;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";522;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";48;1;2;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";880;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";232;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";1485;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";870;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"BEMA";56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";558;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"SCLA";310;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";96;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";80;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";754;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"SOAS";1760;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"BEMA";80;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"LEMA";116;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";128;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"SOAS";715;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"BEMA";72;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";116;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";32;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0
"SOAS";110;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0
"SPRU";432;0;3;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0
"LEMA";174;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"SOAS";275;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";24;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"CHFU";384;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
"LEMA";580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";256;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";32;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"SOAS";1320;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"CHFU";192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"BEMA";40;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"LEMA";290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"SCLA";155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";93;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"SOAS";1100;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";64;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"BEMA";16;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"BEMA";56;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";256;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";174;0;0;0;0;0;0;0;5;2;0;0;0;0;1;0;0;0;0;0;0;0;0
"SPRU";336;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";32;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0
"BEMA";40;0;1;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0
"SPRU";144;0;0;0;0;0;0;0;2;0;0;0;0;0;10;0;0;0;0;0;0;0;0
"BEMA";52;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"CHFU";64;0;0;0;0;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;1;0;0
"LEMA";58;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SPRU";576;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"CHFU";64;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";58;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";16;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";56;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";160;1;2;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0
"SOAS";275;1;2;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0
"LEMA";116;0;2;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SPRU";336;0;0;0;0;1;0;0;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0
"SCLA";31;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"BEMA";32;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";580;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"SCLA";217;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";660;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"SCLA";186;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"LEMA";232;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"BEMA";76;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"SOAS";1210;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"SCLA";186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"CHFU";96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"BEMA";48;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"SCLA";310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"LEMA";522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";1430;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"BEMA";32;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"SOAS";1430;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"BEMA";32;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"SCLA";93;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"LEMA";290;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0
"SOAS";715;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0
"SCLA";186;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
"CHFU";96;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0
"LEMA";174;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"CHFU";128;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";385;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"LEMA";580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"SCLA";124;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";160;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"BEMA";24;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"SOAS";1210;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"SCLA";155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"LEMA";406;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0
"SCLA";279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";990;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"CHFU";64;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0
"LEMA";696;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0
"BEMA";16;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";186;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"LEMA";870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";32;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"SCLA";155;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0
"SOAS";1155;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0
"LEMA";232;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0
"BEMA";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";64;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
"SOAS";825;0;2;0;4;0;0;0;0;0;0;6;0;1;0;0;0;0;1;0;0;0;0
"SCLA";93;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0
"LEMA";116;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0
"SCLA";279;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0
"BEMA";28;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"CHFU";32;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0
"SOAS";3960;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";1540;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
"CHFU";224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SCLA";155;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"LEMA";464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BEMA";144;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"SOAS";1430;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
"CHFU";256;0;0;0;1;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"SCLA";155;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"LEMA";464;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0
"SOAS";1045;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"CHFU";64;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0
"SCLA";248;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0
"BEMA";24;3;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";290;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0
"SOAS";770;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"CHFU";32;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"SCLA";248;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"LEMA";406;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOAS";220;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0
"CHFU";96;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;0;0;0;0
"SCLA";124;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0
"SOAS";990;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"CHFU";96;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"SCLA";124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"HOMA";100;0;3;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"LEMA";232;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";192;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SPRU";2736;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0
"BEMA";88;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"POMA";1037;0;3;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"SCLA";62;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0
"BEMA";212;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"CHFU";128;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";140;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";116;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SPRU";1032;0;1;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0
"POMO";42;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
"SOAS";110;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
"LEMA";290;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"CHFU";128;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HOMA";60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"POMO";42;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"SOAS";165;0;1;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"SPRU";1512;0;3;0;0;2;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";64;0;0;0;0;0;0;0;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"HOMA";60;0;0;0;0;0;3;1;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0
"LEMA";464;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"BEMA";32;1;0;0;3;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"POMO";42;0;4;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POMA";2074;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"SPRU";816;0;0;0;0;1;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"SOAS";275;0;2;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;3;0;0;0;0
"LEMA";290;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0
"SOAS";165;1;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"BEMA";20;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CHFU";64;1;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"POMA";1037;1;0;0;4;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1
"POMO";42;1;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;1
"LEMA";232;0;0;0;2;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0
"HOMA";100;0;0;0;4;2;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0
"BEMA";100;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"CHFU";288;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"SCLA";31;0;1;0;4;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
"HOMA";40;1;0;0;5;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0
"BEMA";28;0;0;0;4;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0
"CHFU";224;1;0;0;2;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
"POMO";84;0;1;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"LEMA";174;3;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"SPRU";240;0;3;0;3;0;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"CHFU";64;0;0;0;2;0;0;0;0;6;0;4;0;0;0;3;0;0;0;0;0;0;0
"BEMA";24;6;0;0;2;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"LEMA";638;0;0;0;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
"SOAS";220;3;0;0;0;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"POMO";42;0;0;0;0;0;3;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0
"POMA";3111;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0
