"focal";"fitness";"BEMA";"CHFU";"CHMI";"CETE";"HOMA";"LEMA";"PAIN";"PLCO";"POMA";"POMO";"PUPA";"SASO";"SCLA";"SPRU";"MESU";"MEEL";"MEPO";"SOAS";"FRPU";"SUSP";"COSQ";"RAPE";"plot";"subplot"
"HOMA";120;2;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F3"
"SOAS";495;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F3"
"LEMA";928;2;0;0;3;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;"F4"
"HOMA";20;1;0;0;3;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"F4"
"CHFU";544;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F4"
"SCLA";31;2;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F4"
"HOMA";120;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F5"
"LEMA";174;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F5"
"BEMA";560;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F5"
"BEMA";100;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F6"
"HOMA";40;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F6"
"LEMA";464;1;0;0;0;2;2;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;3;"F6"
"CHFU";256;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F6"
"LEMA";58;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;"A1"
"HOMA";40;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;"A1"
"BEMA";48;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A1"
"CHFU";32;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A2"
"BEMA";16;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A2"
"HOMA";60;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A2"
"LEMA";58;0;0;0;0;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A2"
"HOMA";80;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A3"
"LEMA";174;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A3"
"BEMA";40;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A3"
"LEMA";58;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A4"
"BEMA";12;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A4"
"HOMA";20;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A4"
"LEMA";58;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A5"
"BEMA";32;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A5"
"HOMA";20;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A5"
"HOMA";20;0;0;0;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A6"
"LEMA";58;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A6"
"BEMA";52;1;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A6"
"LEMA";116;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B1"
"HOMA";60;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B1"
"BEMA";80;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B1"
"HOMA";20;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B2"
"LEMA";116;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B2"
"HOMA";40;1;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B3"
"BEMA";8;1;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B3"
"LEMA";58;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B3"
"CHFU";32;1;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B3"
"LEMA";58;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B4"
"BEMA";52;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B4"
"HOMA";20;2;0;0;0;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B4"
"HOMA";40;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B5"
"LEMA";116;0;0;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B5"
"BEMA";64;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B5"
"BEMA";120;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B6"
"HOMA";40;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B6"
"LEMA";232;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E1"
"HOMA";20;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E1"
"LEMA";116;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E2"
"HOMA";80;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E2"
"BEMA";40;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E3"
"LEMA";928;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E3"
"HOMA";120;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E3"
"SOAS";165;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E3"
"LEMA";522;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E4"
"HOMA";100;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E4"
"BEMA";344;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E4"
"LEMA";348;0;0;0;0;8;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;3;"E5"
"HOMA";80;0;0;0;0;3;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;"E5"
"BEMA";480;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E5"
"BEMA";104;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E6"
"HOMA";40;1;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"E6"
"LEMA";116;0;0;0;0;3;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;"E6"
"LEMA";406;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F1"
"HOMA";20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F1"
"BEMA";76;0;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F2"
"HOMA";40;0;0;0;0;13;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F2"
"LEMA";464;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"F2"
"LEMA";348;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D1"
"HOMA";60;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D1"
"LEMA";58;1;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D2"
"HOMA";80;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D2"
"BEMA";8;0;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D2"
"LEMA";116;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D3"
"HOMA";20;1;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D3"
"BEMA";16;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D3"
"LEMA";58;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D4"
"BEMA";152;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D4"
"HOMA";20;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D4"
"LEMA";58;2;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D5"
"BEMA";120;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D5"
"HOMA";80;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D5"
"BEMA";180;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D6"
"HOMA";20;3;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D6"
"LEMA";116;1;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E1"
"HOMA";20;1;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E1"
"CHFU";32;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E1"
"BEMA";8;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E1"
"LEMA";522;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E2"
"HOMA";40;0;0;0;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E2"
"BEMA";24;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E2"
"CHFU";192;0;2;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E3"
"LEMA";174;0;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E3"
"HOMA";80;0;1;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E3"
"BEMA";52;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E4"
"HOMA";160;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E4"
"LEMA";174;0;0;0;0;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E4"
"LEMA";290;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E5"
"HOMA";40;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E5"
"BEMA";72;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E6"
"HOMA";60;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E6"
"LEMA";58;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"E6"
"LEMA";406;1;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F1"
"HOMA";20;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F1"
"BEMA";8;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F1"
"LEMA";58;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F3"
"BEMA";4;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F3"
"HOMA";80;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F3"
"LEMA";406;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F4"
"HOMA";40;0;0;0;0;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F4"
"BEMA";360;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F5"
"LEMA";58;0;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F5"
"HOMA";20;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F5"
"LEMA";290;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F6"
"HOMA";80;2;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F6"
"BEMA";132;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F6"
"CHFU";32;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F6"
"CHFU";64;2;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"F6"
"HOMA";20;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C1"
"LEMA";464;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C1"
"LEMA";58;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C2"
"HOMA";20;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C2"
"BEMA";16;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C2"
"BEMA";16;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C3"
"LEMA";174;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C3"
"BEMA";4;0;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C4"
"HOMA";20;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C4"
"LEMA";116;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C4"
"BEMA";120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C5"
"LEMA";58;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C5"
"HOMA";40;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C5"
"BEMA";56;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C6"
"HOMA";20;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C6"
"PAIN";21;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"A1"
"PAIN";21;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"A2"
"PAIN";42;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"A3"
"CETE";666;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"A3"
"PLCO";191;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"A3"
"PAIN";42;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"A4"
"PAIN";42;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"A6"
"PAIN";21;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"B1"
"PAIN";42;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"B2"
"PAIN";21;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"B3"
"PAIN";21;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"B4"
"PAIN";63;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;"B5"
"PUPA";437;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"B5"
"PAIN";126;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"B6"
"PAIN";63;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"C1"
"PUPA";184;1;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"C3"
"PAIN";21;1;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;"C3"
"PAIN";42;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"C4"
"PAIN";21;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"C5"
"PAIN";63;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"C6"
"PAIN";63;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D1"
"PAIN";42;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D2"
"PAIN";42;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D3"
"PAIN";42;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D4"
"PAIN";84;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"D5"
"PAIN";63;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"E2"
"PAIN";42;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;"E3"
"PAIN";21;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"E4"
"PAIN";21;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"E5"
"PAIN";42;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"F1"
"PAIN";42;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"F2"
"PUPA";230;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"F3"
"PAIN";105;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"F6"
"PAIN";21;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A1"
"PAIN";42;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A2"
"PAIN";21;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A3"
"PAIN";21;0;0;0;1;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A4"
"CETE";555;0;0;0;0;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A4"
"PAIN";21;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A5"
"PUPA";161;0;0;0;0;7;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;5;"A5"
"PUPA";253;1;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A6"
"PUPA";161;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"A6"
"PAIN";42;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"A6"
"PAIN";21;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B1"
"PAIN";42;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B2"
"PUPA";115;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B3"
"CETE";777;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B4"
"PUPA";92;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B4"
"PAIN";42;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B4"
"PAIN";84;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B5"
"CETE";222;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"B6"
"PAIN";21;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C1"
"PAIN";21;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C2"
"PAIN";42;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"C3"
"PUPA";138;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C3"
"CETE";444;1;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C5"
"CETE";555;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C5"
"CETE";444;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C5"
"PAIN";42;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C5"
"CETE";333;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;"C6"
"CETE";444;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C6"
"PAIN";21;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"C6"
"PAIN";21;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"D1"
"CETE";777;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"D2"
"PAIN";21;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"D2"
"PAIN";21;0;0;0;0;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;5;"E1"
"PAIN";21;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"E2"
"CETE";444;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"E3"
"PAIN";21;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"E3"
"PUPA";69;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"E4"
"CETE";444;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"E4"
"PAIN";21;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"E5"
"PAIN";63;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"E6"
"PAIN";21;0;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F1"
"CETE";444;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F2"
"PAIN";21;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F3"
"PAIN";42;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F4"
"CETE";555;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F4"
"PAIN";42;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F5"
"CETE";666;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"F5"
"PAIN";42;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A1"
"PAIN";21;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A2"
"CETE";222;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A3"
"PAIN";21;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A4"
"PAIN";42;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"A6"
"CETE";1221;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B3"
"PAIN";42;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;"B3"
"PAIN";21;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B4"
"PAIN";21;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B5"
"CETE";222;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B5"
"PAIN";21;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"B6"
"PAIN";21;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C2"
"PAIN";42;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C3"
"PAIN";63;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C4"
"PAIN";21;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"C5"
"CETE";777;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D1"
"CETE";555;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D1"
"CETE";666;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D1"
"PAIN";21;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"D1"
